       x [mm]         y [mm]         z [mm]  BxRe [Vs/m^2]  ByRe [Vs/m^2]  BzRe [Vs/m^2]  BxIm [Vs/m^2]  ByIm [Vs/m^2]  BzIm [Vs/m^2]
           55           -150           -100      0.0104657      0.0329506     -0.0273785              0              0              0
           60           -150           -100      0.0113809      0.0327914     -0.0271528              0              0              0
           65           -150           -100       0.012273      0.0326132      -0.026892              0              0              0
           70           -150           -100      0.0131492      0.0324257     -0.0266129              0              0              0
           75           -150           -100      0.0140104      0.0322293     -0.0263161              0              0              0
           80           -150           -100      0.0148308      0.0320151     -0.0259823              0              0              0
           85           -150           -100      0.0156346      0.0317957      -0.025637              0              0              0
           90           -150           -100      0.0164027      0.0315647     -0.0252667              0              0              0
           95           -150           -100      0.0171365      0.0313253     -0.0248778              0              0              0
          100           -150           -100      0.0178344      0.0310779      -0.024471              0              0              0
          105           -150           -100      0.0184963      0.0308234     -0.0240486              0              0              0
          110           -150           -100      0.0191044      0.0305601     -0.0236076              0              0              0
          115           -150           -100      0.0196785      0.0302922     -0.0231571              0              0              0
          120           -150           -100      0.0202029      0.0300181      -0.022695              0              0              0
          125           -150           -100      0.0206903      0.0297399     -0.0222261              0              0              0
          130           -150           -100      0.0211382      0.0294577     -0.0217513              0              0              0
          135           -150           -100        0.02153      0.0291705      -0.021271              0              0              0
          140           -150           -100      0.0218799      0.0288799     -0.0207892              0              0              0
          145           -150           -100      0.0222017      0.0285872     -0.0203069              0              0              0
          150           -150           -100      0.0224712      0.0282908     -0.0198255              0              0              0
          155           -150           -100      0.0227042      0.0279919     -0.0193468              0              0              0
          160           -150           -100      0.0229103      0.0276913     -0.0188703              0              0              0
          165           -150           -100      0.0230655      0.0273876     -0.0184003              0              0              0
          170           -150           -100      0.0231931      0.0270822     -0.0179352              0              0              0
          175           -150           -100       0.023297      0.0267754     -0.0174744              0              0              0
          180           -150           -100      0.0233539      0.0264659     -0.0170244              0              0              0
          185           -150           -100      0.0233904      0.0261552     -0.0165801              0              0              0
          190           -150           -100      0.0234045      0.0258433     -0.0161422              0              0              0
          195           -150           -100      0.0233814      0.0255292     -0.0157166              0              0              0
          200           -150           -100      0.0233412      0.0252142     -0.0152974              0              0              0
          205           -150           -100       0.023281      0.0248982     -0.0148859              0              0              0
          210           -150           -100      0.0231919      0.0245805     -0.0144871              0              0              0
          215           -150           -100       0.023089      0.0242622      -0.014095              0              0              0
          220           -150           -100      0.0229686       0.023943     -0.0137114              0              0              0
          225           -150           -100      0.0228264      0.0236228     -0.0133401              0              0              0
          230           -150           -100      0.0226731      0.0233021     -0.0129754              0              0              0
          235           -150           -100       0.022505      0.0229808     -0.0126199              0              0              0
          240           -150           -100      0.0223207      0.0226591     -0.0122756              0              0              0
          245           -150           -100      0.0221292      0.0223373     -0.0119367              0              0              0
          250           -150           -100      0.0219213      0.0220152     -0.0116109              0              0              0
          255           -150           -100      0.0217085      0.0216932      -0.011289              0              0              0
          260           -150           -100      0.0214816      0.0213714     -0.0109802              0              0              0
          265           -150           -100      0.0212495      0.0210499     -0.0106768              0              0              0
          270           -150           -100      0.0210105      0.0207288     -0.0103806              0              0              0
          275           -150           -100      0.0207622      0.0204085     -0.0100956              0              0              0
          280           -150           -100      0.0205094      0.0200888    -0.00981663              0              0              0
          285           -150           -100      0.0202522      0.0197699    -0.00954361              0              0              0
          290           -150           -100      0.0199885      0.0194524    -0.00928095              0              0              0
          295           -150           -100      0.0197217      0.0191359     -0.0090239              0              0              0
          300           -150           -100      0.0194515      0.0188208     -0.0087736              0              0              0
          305           -150           -100      0.0191784      0.0185069    -0.00852963              0              0              0
          310           -150           -100      0.0189022      0.0181951     -0.0082939              0              0              0
          315           -150           -100      0.0186242      0.0178851    -0.00806429              0              0              0
          320           -150           -100      0.0183447      0.0175767    -0.00784011              0              0              0
          325           -150           -100      0.0180639      0.0172704    -0.00762243              0              0              0
          330           -150           -100      0.0177823      0.0169663    -0.00741053              0              0              0
          335           -150           -100         0.0175      0.0166645    -0.00720458              0              0              0
          340           -150           -100      0.0172176      0.0163651    -0.00700433              0              0              0
          345           -150           -100      0.0169352      0.0160685    -0.00680985              0              0              0
          350           -150           -100       0.016653       0.015774     -0.0066197              0              0              0
          355           -150           -100      0.0163714      0.0154824    -0.00643509              0              0              0
          360           -150           -100      0.0160908      0.0151941    -0.00625624              0              0              0
          365           -150           -100      0.0158112      0.0149086    -0.00608203              0              0              0
          370           -150           -100      0.0155323      0.0146251    -0.00591103              0              0              0
          375           -150           -100      0.0152555      0.0143463    -0.00574703              0              0              0
          380           -150           -100      0.0149798      0.0140697    -0.00558596              0              0              0
          385           -150           -100      0.0147057      0.0137962    -0.00542923              0              0              0
          390           -150           -100       0.014434      0.0135269    -0.00527783              0              0              0
          395           -150           -100      0.0141635      0.0132599    -0.00512919              0              0              0
          400           -150           -100      0.0138956      0.0129971    -0.00498554              0              0              0
          405           -150           -100      0.0136297      0.0127376    -0.00484556              0              0              0
          410           -150           -100      0.0133659      0.0124813    -0.00470905              0              0              0
          415           -150           -100      0.0131043      0.0122285    -0.00457626              0              0              0
          420           -150           -100      0.0128458      0.0119803    -0.00444795              0              0              0
          425           -150           -100      0.0125895      0.0117354    -0.00432281              0              0              0
          430           -150           -100      0.0123351      0.0114931    -0.00420013              0              0              0
          435           -150           -100      0.0120844      0.0112563    -0.00408235              0              0              0
          440           -150           -100      0.0118358      0.0110225    -0.00396713              0              0              0
          445           -150           -100      0.0115892      0.0107915    -0.00385431              0              0              0
          450           -150           -100      0.0113465      0.0105661    -0.00374607              0              0              0
          455           -150           -100      0.0111061      0.0103436    -0.00364016              0              0              0
          460           -150           -100      0.0108676       0.010124    -0.00353647              0              0              0
          465           -150           -100      0.0106334     0.00991019    -0.00343711              0              0              0
          470           -150           -100      0.0104012     0.00969921    -0.00333982              0              0              0
          475           -150           -100      0.0101712     0.00949123    -0.00324469              0              0              0
          480           -150           -100     0.00994535     0.00928891    -0.00315349              0              0              0
          485           -150           -100     0.00972155     0.00908937    -0.00306418              0              0              0
          490           -150           -100     0.00950014      0.0088931    -0.00297706              0              0              0
          495           -150           -100     0.00928266      0.0087022    -0.00289343              0              0              0
          500           -150           -100     0.00906723     0.00851407    -0.00281155              0              0              0
         -500           -145           -100    -0.00887281     0.00891986    -0.00275221              0              0              0
         -495           -145           -100     -0.0090842     0.00911813    -0.00283259              0              0              0
         -490           -145           -100    -0.00929762     0.00931938    -0.00291471              0              0              0
         -485           -145           -100    -0.00951495     0.00952639    -0.00300027              0              0              0
         -480           -145           -100    -0.00973468     0.00973689      -0.003088              0              0              0
         -475           -145           -100    -0.00995644      0.0099504    -0.00317759              0              0              0
         -470           -145           -100     -0.0101823        0.01017    -0.00327108              0              0              0
         -465           -145           -100     -0.0104104      0.0103928     -0.0033667              0              0              0
         -460           -145           -100     -0.0106406      0.0106188    -0.00346438              0              0              0
         -455           -145           -100     -0.0108749      0.0108509    -0.00356633              0              0              0
         -450           -145           -100     -0.0111113      0.0110861    -0.00367049              0              0              0
         -445           -145           -100     -0.0113498      0.0113246    -0.00377696              0              0              0
         -440           -145           -100     -0.0115923      0.0115691    -0.00388798              0              0              0
         -435           -145           -100     -0.0118369      0.0118167    -0.00400137              0              0              0
         -430           -145           -100     -0.0120835      0.0120676    -0.00411732              0              0              0
         -425           -145           -100      -0.012334      0.0123244    -0.00423812              0              0              0
         -420           -145           -100     -0.0125862      0.0125841    -0.00436137              0              0              0
         -415           -145           -100     -0.0128408      0.0128475    -0.00448778              0              0              0
         -410           -145           -100     -0.0130984      0.0131159    -0.00461863              0              0              0
         -405           -145           -100     -0.0133583      0.0133882     -0.0047532              0              0              0
         -400           -145           -100     -0.0136203       0.013664    -0.00489122              0              0              0
         -395           -145           -100     -0.0138845      0.0139435    -0.00503289              0              0              0
         -390           -145           -100     -0.0141512      0.0142278    -0.00517955              0              0              0
         -385           -145           -100     -0.0144192      0.0145145    -0.00532895              0              0              0
         -380           -145           -100     -0.0146897       0.014806    -0.00548368              0              0              0
         -375           -145           -100     -0.0149618      0.0151011    -0.00564274              0              0              0
         -370           -145           -100     -0.0152351      0.0153986    -0.00580473              0              0              0
         -365           -145           -100     -0.0155106      0.0157014    -0.00597371              0              0              0
         -360           -145           -100     -0.0157868      0.0160066     -0.0061459              0              0              0
         -355           -145           -100     -0.0160642       0.016315    -0.00632275              0              0              0
         -350           -145           -100     -0.0163426      0.0166272    -0.00650534              0              0              0
         -345           -145           -100     -0.0166217      0.0169428    -0.00669349              0              0              0
         -340           -145           -100     -0.0169011       0.017261    -0.00688599              0              0              0
         -335           -145           -100     -0.0171807      0.0175823    -0.00708426              0              0              0
         -330           -145           -100     -0.0174602      0.0179066    -0.00728825              0              0              0
         -325           -145           -100     -0.0177392      0.0182337     -0.0074982              0              0              0
         -320           -145           -100     -0.0180175      0.0185634    -0.00771397              0              0              0
         -315           -145           -100     -0.0182946      0.0188958    -0.00793624              0              0              0
         -310           -145           -100     -0.0185703      0.0192303    -0.00816399              0              0              0
         -305           -145           -100     -0.0188444      0.0195671    -0.00839787              0              0              0
         -300           -145           -100     -0.0191155      0.0199064    -0.00864003              0              0              0
         -295           -145           -100     -0.0193838      0.0202477    -0.00888855              0              0              0
         -290           -145           -100     -0.0196489      0.0205907    -0.00914385              0              0              0
         -285           -145           -100      -0.019911      0.0209351     -0.0094048              0              0              0
         -280           -145           -100     -0.0201668      0.0212817    -0.00967614              0              0              0
         -275           -145           -100     -0.0204183      0.0216294    -0.00995351              0              0              0
         -270           -145           -100     -0.0206655      0.0219781     -0.0102369              0              0              0
         -265           -145           -100     -0.0209035      0.0223285     -0.0105316              0              0              0
         -260           -145           -100     -0.0211348      0.0226797     -0.0108334              0              0              0
         -255           -145           -100      -0.021361      0.0230314     -0.0111407              0              0              0
         -250           -145           -100     -0.0215733      0.0233842     -0.0114612              0              0              0
         -245           -145           -100     -0.0217809      0.0237372     -0.0117856              0              0              0
         -240           -145           -100     -0.0219722      0.0240908     -0.0121231              0              0              0
         -235           -145           -100     -0.0221564      0.0244445      -0.012466              0              0              0
         -230           -145           -100     -0.0223246      0.0247984     -0.0128202              0              0              0
         -225           -145           -100     -0.0224781      0.0251521     -0.0131835              0              0              0
         -220           -145           -100     -0.0226207      0.0255057     -0.0135536              0              0              0
         -215           -145           -100     -0.0227416      0.0258588     -0.0139357              0              0              0
         -210           -145           -100     -0.0228452      0.0262114     -0.0143265              0              0              0
         -205           -145           -100      -0.022935      0.0265636      -0.014724              0              0              0
         -200           -145           -100     -0.0229961      0.0269148      -0.015134              0              0              0
         -195           -145           -100     -0.0230373      0.0272651     -0.0155517              0              0              0
         -190           -145           -100     -0.0230616      0.0276147     -0.0159757              0              0              0
         -185           -145           -100     -0.0230488      0.0279625      -0.016412              0              0              0
         -180           -145           -100     -0.0230138      0.0283093     -0.0168545              0              0              0
         -175           -145           -100     -0.0229585       0.028655     -0.0173026              0              0              0
         -170           -145           -100     -0.0228563      0.0289982     -0.0177613              0              0              0
         -165           -145           -100     -0.0227307        0.02934     -0.0182241              0              0              0
         -160           -145           -100     -0.0225776      0.0296802     -0.0186917              0              0              0
         -155           -145           -100     -0.0223739      0.0300172     -0.0191655              0              0              0
         -150           -145           -100     -0.0221435      0.0303523     -0.0196413              0              0              0

#
# FILE TRUNCATED
#
# Included in repository to show CST's ASCII output format.
# Original file size = 634 MB
#
